,Unnamed: 0,name,created_at,description,followers_count,id,screen_name,favourites_count,entities,friends_count,location,url,verified,kol_count
13730,13730,HoneyLemon 🍯🍋,2021-12-02 10:55:03+00:00,"Borrowing & Lending protocol mixing on #BobaNetwork's 🧋

Coming soon 🐝 !!

Telegram📱: https://t.co/NaqA22eZDF
Discord 💻: https://t.co/QQKjuKmzFR",1228,1466360181676118019,HoneyLemon_fi,363,"{'description': {'urls': [{'url': 'https://t.co/NaqA22eZDF', 'expanded_url': 'http://t.me/HoneyLemon_Fi', 'display_url': 't.me/HoneyLemon_Fi', 'indices': [86, 109]}, {'url': 'https://t.co/QQKjuKmzFR', 'expanded_url': 'http://discord.gg/rqMrBwttKB', 'display_url': 'discord.gg/rqMrBwttKB', 'indices': [121, 144]}]}}",48,Summer Cafe ☀️,,False,1.0
3885,3885,WagmiDAO,2021-10-05 10:26:15+00:00,WagmiDAO is the first multichain Reserve-backed Decentralized Exchange (RDEX). It's focused on growing its own Treasury and the value of the native token.,1861,1445334347117174787,WagmiDAO_,77,"{'url': {'urls': [{'url': 'https://t.co/WOkZE9zdV9', 'expanded_url': 'https://wagmidao.io/', 'display_url': 'wagmidao.io', 'indices': [0, 23]}]}, 'description': {'urls': []}}",0,TG: https://t.me/WagmiDAO,https://t.co/WOkZE9zdV9,False,1.0
5786,5786,Neku Finance,2021-09-23 09:43:20+00:00,"Neku Finance is a decentralized and multi-chain lending protocol on BSC, Arbitrum and Moonriver Network",1779,1440975004741427203,NekuFinance,23,"{'url': {'urls': [{'url': 'https://t.co/gTdsID9WIn', 'expanded_url': 'https://neku.io/', 'display_url': 'neku.io', 'indices': [0, 23]}]}, 'description': {'urls': []}}",150,,https://t.co/gTdsID9WIn,False,1.0
3492,3492,"Nova DAO (🛸,🛸)",2021-11-24 16:14:58+00:00,Decentralized reserve currency @Cosmos #NovaDAO #savethecosmos https://t.co/KG9hkxAcEm $OHM,4752,1463541607404294165,NovaDaoFinance,1593,"{'url': {'urls': [{'url': 'https://t.co/eKRO7ezVlv', 'expanded_url': 'https://linktr.ee/novadao', 'display_url': 'linktr.ee/novadao', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/KG9hkxAcEm', 'expanded_url': 'http://discord.gg/novadao', 'display_url': 'discord.gg/novadao', 'indices': [63, 86]}]}}",10,Cosmos,https://t.co/eKRO7ezVlv,False,1.0
13498,13498,richerd3DAO.eth,2021-08-25 05:54:55+00:00,richerd3DAO,3114,1430408054189674498,richerd3DAO,5,{'description': {'urls': []}},7,metaverse,,False,1.0
13493,13493,Happy Gaj,2021-09-12 15:22:31+00:00,Happy Gaj is here to make you truly happy. Mint now: https://t.co/6UKfbGv0E8. Join Discord: https://t.co/kBnZ9T6FxO,2950,1437074091500982273,HappyGaj,740,"{'url': {'urls': [{'url': 'https://t.co/wiXv52BJD9', 'expanded_url': 'http://happygaj.com', 'display_url': 'happygaj.com', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/6UKfbGv0E8', 'expanded_url': 'http://mint.happygaj.com/public', 'display_url': 'mint.happygaj.com/public', 'indices': [53, 76]}, {'url': 'https://t.co/kBnZ9T6FxO', 'expanded_url': 'http://discord.gg/GjURGvEgbN', 'display_url': 'discord.gg/GjURGvEgbN', 'indices': [92, 115]}]}}",80,Happy Town,https://t.co/wiXv52BJD9,False,1.0
13446,13446,"Harmony Dao (♫, ♫)",2021-11-19 11:35:14+00:00,$HMY is a decentralized reserve currency that remains unbound by an bandmaster. Solving liquidity ownership. Soon available on #Avalanche.,848,1461659146558877699,harmony_dao,0,"{'url': {'urls': [{'url': 'https://t.co/p8LdLyB5it', 'expanded_url': 'https://discord.gg/harmonydao', 'display_url': 'discord.gg/harmonydao', 'indices': [0, 23]}]}, 'description': {'urls': []}}",1,,https://t.co/p8LdLyB5it,False,1.0
13340,13340,Firefly Foundation,2021-07-26 01:19:00+00:00,Catalyzing adoption and growth guided by the community. @fireflyprotocol,3922,1419467171030343680,FireflyFdn,2,"{'url': {'urls': [{'url': 'https://t.co/v27NvDGgH9', 'expanded_url': 'http://firefly.exchange', 'display_url': 'firefly.exchange', 'indices': [0, 23]}]}, 'description': {'urls': []}}",1,Toronto,https://t.co/v27NvDGgH9,False,1.0
13284,13284,ClocksnatcherDAO,2021-11-30 02:12:01+00:00,ClocksnatcherDAO is the first and biggest guild and sub-DAO of the @Treasure_NFT gigaverse,1170,1465503758385885187,clocksnatcher,43,{'description': {'urls': []}},89,Gigaverse,,False,1.0
3513,3513,Ouranos,2021-11-18 08:56:56+00:00,"Fork of $OHM $TIME on #cronoschain #Cronos

Father of all DAO's",828,1461256985068900355,OuranosDAO,3,{'description': {'urls': []}},1,,,False,1.0
13129,13129,NoahArkDAO,2021-12-02 09:34:28+00:00,"NoahArkDAO is a fork of Olympus on multi-chain, starting from Avalanche.
Designed to provide backup for Game-Fi crypto with stablecoins and Proof of Liquidity.",2468,1466339845203132423,NoahArkDAO,0,"{'url': {'urls': [{'url': 'https://t.co/QzIc044Y8c', 'expanded_url': 'http://noahark.money', 'display_url': 'noahark.money', 'indices': [0, 23]}]}, 'description': {'urls': []}}",1,,https://t.co/QzIc044Y8c,False,1.0
13023,13023,"$CHEST | Stake, Wait, Earn (💰,💰)",2021-11-16 17:54:16+00:00,"@solana's premiere passive Yield Booster and Strategy Earnings 

DeFi protocol. Stake, Wait and Earn boosted yield.

LIVE on Mainnet.

Join: https://t.co/5XQrayuWQ0",3960,1460667457715253260,chestfinance,192,"{'url': {'urls': [{'url': 'https://t.co/aUIDTtyjCv', 'expanded_url': 'https://www.chest.fi/', 'display_url': 'chest.fi', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/5XQrayuWQ0', 'expanded_url': 'http://discord.gg/chest', 'display_url': 'discord.gg/chest', 'indices': [141, 164]}]}}",173,,https://t.co/aUIDTtyjCv,False,1.0
3671,3671,"PerfectDAO (🌕, 🌕)",2021-11-24 17:08:19+00:00,"Decentralised reserve currency protocol driven by community on #POLYGON. $PER (🌕, 🌕)
discord coming soon..",1680,1463555058566455296,PerfectDAO,1,{'description': {'urls': []}},6,,,False,1.0
12921,12921,gardens,2021-07-30 22:32:48+00:00,"Gardens are composable, sufficiently decentralized, and self-improving DAOs, limited only by your collective imagination - from the @1hiveorg ecosystem 🐝",816,1421237328719360010,gardensdao,116,"{'url': {'urls': [{'url': 'https://t.co/sOjlrFDm0p', 'expanded_url': 'https://1hive.org/gardens', 'display_url': '1hive.org/gardens', 'indices': [0, 23]}]}, 'description': {'urls': []}}",10,,https://t.co/sOjlrFDm0p,False,1.0
3882,3882,"AstroDAO (🔮,🔮)",2021-06-25 16:06:15+00:00,Launch your DAO in less than 10 minutes without a line of code. Powered by @SputnikDAO and @NEARProtocol.,1899,1408456262522707972,AstroDao,443,"{'url': {'urls': [{'url': 'https://t.co/8ITu9b7LCn', 'expanded_url': 'http://AstroDAO.com', 'display_url': 'AstroDAO.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",276,,https://t.co/8ITu9b7LCn,False,1.0
12637,12637,Holiday,2021-07-17 12:17:33+00:00,"Founder at @ImmaDegen /
MDAO Founders #145 @MeebitsDAO /
Punk #3323 /",3405,1416371339406057475,0xHoliday,2116,"{'url': {'urls': [{'url': 'https://t.co/zhSo9m4i8G', 'expanded_url': 'https://discord.gg/3cc4zNwQ43', 'display_url': 'discord.gg/3cc4zNwQ43', 'indices': [0, 23]}]}, 'description': {'urls': []}}",263,http://immadegen.com,https://t.co/zhSo9m4i8G,False,1.0
10169,10169,Arrow Protocol 🏹,2021-10-30 06:53:02+00:00,"Arrow allows individuals, protocols, and DAOs on Solana to launch staking derivatives which redirect yield to a different address.",1186,1454340520243707913,ArrowProtocol,42,"{'url': {'urls': [{'url': 'https://t.co/8XIXWwsiWl', 'expanded_url': 'https://arrowprotocol.com', 'display_url': 'arrowprotocol.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",39,The Arrowverse,https://t.co/8XIXWwsiWl,False,1.0
12420,12420,sol.vanilla 🔺,2021-08-22 01:49:43+00:00,"A happy investor at @FTX_Official. Doing experiment in different platforms. Do your own research, because I did my own research. Not investment advice.",1893,1429259406772817921,vanilla_sol,3770,"{'url': {'urls': [{'url': 'https://t.co/zYrUTcqg6j', 'expanded_url': 'https://oncyber.io/vanilla', 'display_url': 'oncyber.io/vanilla', 'indices': [0, 23]}]}, 'description': {'urls': []}}",515,,https://t.co/zYrUTcqg6j,False,1.0
4506,4506,"dYdX Intern (🦔,🦔)",2021-09-28 16:58:09+00:00,"Unofficial Intern @dydxprotocol. Memes/News/Trading/dYdX/WAGMI. 
Turn on post notifs.
🦔 friendly https://t.co/3dH76n1Kqa",1599,1442896385360031746,dYdX_Intern,579,"{'description': {'urls': [{'url': 'https://t.co/3dH76n1Kqa', 'expanded_url': 'http://discord.gg/invite/dydx', 'display_url': 'discord.gg/invite/dydx', 'indices': [97, 120]}]}}",64,StarkNet,,False,1.0
4510,4510,Carbon,2021-06-09 02:40:03+00:00,Carbon is a Layer 2 cross-chain decentralized protocol that powers anything DeFi $SWTH,2566,1402455378369998851,0xcarbon,79,"{'url': {'urls': [{'url': 'https://t.co/iJxgC1UtCS', 'expanded_url': 'https://carbon.network/', 'display_url': 'carbon.network', 'indices': [0, 23]}]}, 'description': {'urls': []}}",36,,https://t.co/iJxgC1UtCS,False,1.0
12320,12320,"OrcaDAO 🔺(🐃, 🐋)",2021-07-29 19:03:35+00:00,"TBL-focused protocol providing 0% interest Lending, Farming, and collateralized production of native Stablecoin AVAI for the #AVAX ecosystem 

https://t.co/IwQ7f6Cxsk",4871,1420822190040096768,OrcaDAO,1955,"{'url': {'urls': [{'url': 'https://t.co/w5aD1iJEil', 'expanded_url': 'http://avai.finance', 'display_url': 'avai.finance', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/IwQ7f6Cxsk', 'expanded_url': 'http://app.avai.finance', 'display_url': 'app.avai.finance', 'indices': [143, 166]}]}}",234,#AVAX,https://t.co/w5aD1iJEil,False,1.0
4564,4564,TungstenDAO,2021-10-23 06:26:53+00:00,We like the density. Submit original memes via DM. Memes must feature TungstenDAO treasury assets for consideration: https://t.co/C86R4l8Wz3,4817,1451796450220838912,Tungsten_DAO,4409,"{'url': {'urls': [{'url': 'https://t.co/4YNzwfBCVQ', 'expanded_url': 'https://foundation.app/@TungstenDAO', 'display_url': 'foundation.app/@TungstenDAO', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/C86R4l8Wz3', 'expanded_url': 'https://opensea.io/TungstenDAO', 'display_url': 'opensea.io/TungstenDAO', 'indices': [117, 140]}]}}",427,,https://t.co/4YNzwfBCVQ,False,1.0
11877,11877,YouMinter,2021-10-12 08:53:58+00:00,A social network in easy-to-use iOS and Android app that opens up the world of NFT to everyone and which is owned by its users. #passioneconomy #NFT,8811,1447847945106251778,youminter,27,"{'url': {'urls': [{'url': 'https://t.co/4vdSH40abE', 'expanded_url': 'https://youminter.com/', 'display_url': 'youminter.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",156,,https://t.co/4vdSH40abE,False,1.0
11855,11855,Sihyeok | Stanford | 志翊,2021-08-06 18:00:51+00:00,Head of Research @terra_money @mirror_protocol 🌖 ༄ ex: @Princeton Mathematics 🐅 | quant hf rt ༄ Why work for alpha when you can make more leveraging beta?,4444,1423705606196584451,ysihyeok,2463,{'description': {'urls': []}},1008,🩸💧,,False,1.0
11713,11713,Terabethia,2021-12-01 19:13:28+00:00,Terabethia is a bridge protocol between Ethereum and the Internet Computer 🌉 Part of @psychedelicDAO 👽,1244,1466123199326916621,Terabethia_,10,"{'url': {'urls': [{'url': 'https://t.co/03wX4NsnXH', 'expanded_url': 'https://terabethia.ooo/', 'display_url': 'terabethia.ooo', 'indices': [0, 23]}]}, 'description': {'urls': []}}",1,https://discord.gg/yVEcEzmrgm,https://t.co/03wX4NsnXH,False,1.0
11706,11706,"KratosDAO (👑,👑)",2021-10-29 13:38:19+00:00,"(KratosDAO) is a Decentralized Reserve Currency on Optimism for the purposes of making investments into early-stage dapps.
https://t.co/yYefwh90EF",2681,1454079944573784070,KratosDao,7,"{'url': {'urls': [{'url': 'https://t.co/xQgplYJ77s', 'expanded_url': 'http://kratosdao.finance', 'display_url': 'kratosdao.finance', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/yYefwh90EF', 'expanded_url': 'http://discord.gg/vZB3qMqw5A', 'display_url': 'discord.gg/vZB3qMqw5A', 'indices': [123, 146]}]}}",5,Optimism ,https://t.co/xQgplYJ77s,False,1.0
11697,11697,Tower Finance,2021-08-07 13:42:41+00:00,The first Fractional-algorithmic stablecoin protocol integrated DeFi 2.0 on @0xPolygon,9125,1424001530122801156,tower_finance,48,"{'url': {'urls': [{'url': 'https://t.co/tCIFXoLhDU', 'expanded_url': 'https://towerfinance.io/', 'display_url': 'towerfinance.io', 'indices': [0, 23]}]}, 'description': {'urls': []}}",60,Global,https://t.co/tCIFXoLhDU,False,1.0
11082,11082,📿Master of Mystery📿 | ☀️TempleDAO☀️,2021-11-06 10:06:23+00:00,"Give me your tired, your degens, your huddled apes yearning to breathe free.

Vice Cheer Captain 📣 @FetchVentures
Manuka Honey Dealer 🍯 @HoneyDAO_",1220,1456925360965095425,luxaverse,4,"{'url': {'urls': [{'url': 'https://t.co/gk06pvOP5G', 'expanded_url': 'http://echoingwhispers.link', 'display_url': 'echoingwhispers.link', 'indices': [0, 23]}]}, 'description': {'urls': []}}",21,⛩ Hall of Scriptures ⛩,https://t.co/gk06pvOP5G,False,1.0
4896,4896,Sarah1of1,2021-11-09 03:06:23+00:00,Sarah | 26yrs | MAYC #2824 | BGK | Sappy Seals | Coffee & Anime Addict  | NFTs | Sarah1of1.eth,4209,1457907363302633535,sarah1of1,1552,"{'url': {'urls': [{'url': 'https://t.co/TQbsGDu3WH', 'expanded_url': 'https://opensea.io/Sarah1of1', 'display_url': 'opensea.io/Sarah1of1', 'indices': [0, 23]}]}, 'description': {'urls': []}}",1309,,https://t.co/TQbsGDu3WH,False,1.0
10352,10352,8ooniqcapital,2021-08-28 19:12:36+00:00,"Mr. Pengapple 3950. JPEG connoisseur . Bnt BancPlebe. 
Mayc #26897
https://t.co/QibbavtBIk
https://t.co/4vcuq5rYdH",1027,1431696174436831235,8iqcapital,2210,"{'description': {'urls': [{'url': 'https://t.co/QibbavtBIk', 'expanded_url': 'http://oncyber.io/diamondhands', 'display_url': 'oncyber.io/diamondhands', 'indices': [67, 90]}, {'url': 'https://t.co/4vcuq5rYdH', 'expanded_url': 'https://oncyber.io/pudgy', 'display_url': 'oncyber.io/pudgy', 'indices': [91, 114]}]}}",487,Soon,,False,1.0
11717,11717,Tethys Finance,2021-10-26 09:56:56+00:00,"Next-gen decentralized exchange protocol powered by $METIS 🌿 Andromeda (Layer2 Ethereum Rollup).

https://t.co/TCGreWVp6y",3031,1452937212845166611,tethysfinance,574,"{'url': {'urls': [{'url': 'https://t.co/yeLYp31CWU', 'expanded_url': 'https://tethys.finance', 'display_url': 'tethys.finance', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/TCGreWVp6y', 'expanded_url': 'http://discord.gg/bmz6AnJW5p', 'display_url': 'discord.gg/bmz6AnJW5p', 'indices': [98, 121]}]}}",6,Andromeda,https://t.co/yeLYp31CWU,False,1.0
